sample_id,study_name,PMID,sample_accession,study_accession,bedaquiline,clofazimine,linezolid,delamanid,pretomanid
site.08.subj.02TB2449.lab.25807.iso.1,walker2022,35373160,ERS5319417,PRJEB41247,NA,NA,NA,S,NA
site.08.subj.02TB2450.lab.25808.iso.1,walker2022,35373160,ERS5319281,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2451.lab.25869.iso.1,walker2022,35373160,ERS5319423,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2452.lab.25870.iso.1,walker2022,35373160,ERS5319298,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2453.lab.25877.iso.1,walker2022,35373160,ERS5319304,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2455.lab.25896.iso.1,walker2022,35373160,ERS5319319,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2458.lab.25903.iso.1,walker2022,35373160,ERS5319325,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2459.lab.25915.iso.1,walker2022,35373160,ERS5319336,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2460.lab.25916.iso.1,walker2022,35373160,ERS5319337,PRJEB41247,NA,NA,S,NA,NA
site.08.subj.02TB2461.lab.25917.iso.1,walker2022,35373160,ERS5319338,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2462.lab.26064.iso.1,walker2022,35373160,ERS5319351,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2463.lab.25924.iso.1,walker2022,35373160,ERS5319344,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2464.lab.25925.iso.1,walker2022,35373160,ERS5319345,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2467.lab.26069.iso.1,walker2022,35373160,ERS5319354,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2468.lab.26070.iso.1,walker2022,35373160,ERS5319429,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2471.lab.26101.iso.1,walker2022,35373160,ERS5319378,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2473.lab.26103.iso.1,walker2022,35373160,ERS5319380,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2474.lab.26106.iso.1,walker2022,35373160,ERS5319382,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2475.lab.26117.iso.1,walker2022,35373160,ERS5319393,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2482.lab.26276.iso.1,walker2022,35373160,ERS5319443,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2486.lab.26519.iso.1,walker2022,35373160,ERS5319469,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2489.lab.26520.iso.1,walker2022,35373160,ERS5319470,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2493.lab.26313.iso.1,walker2022,35373160,ERS5319450,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2500.lab.26582.iso.1,walker2022,35373160,ERS5319483,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2501.lab.25781.iso.1,walker2022,35373160,ERS5319259,PRJEB41247,NA,S,NA,S,NA
site.08.subj.02TB2502.lab.25796.iso.1,walker2022,35373160,ERS5319271,PRJEB41247,S,NA,NA,NA,NA
site.08.subj.02TB2503.lab.25881.iso.1,walker2022,35373160,ERS5319308,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2504.lab.25880.iso.1,walker2022,35373160,ERS5319307,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2505.lab.25879.iso.1,walker2022,35373160,ERS5319306,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2506.lab.25901.iso.1,walker2022,35373160,ERS5319323,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2507.lab.25900.iso.1,walker2022,35373160,ERS5319322,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2509.lab.25898.iso.1,walker2022,35373160,ERS5319321,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2510.lab.25910.iso.1,walker2022,35373160,ERS5319331,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2511.lab.26080.iso.1,walker2022,35373160,ERS5319361,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2513.lab.26188.iso.1,walker2022,35373160,ERS5319396,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2514.lab.26113.iso.1,walker2022,35373160,ERS5319389,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2516.lab.26259.iso.1,walker2022,35373160,ERS5319414,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2526.lab.26459.iso.1,walker2022,35373160,ERS5319463,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2533.lab.26542.iso.1,walker2022,35373160,ERS5319477,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2536.lab.26714.iso.1,walker2022,35373160,ERS5319521,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2537.lab.26729.iso.1,walker2022,35373160,ERS5319531,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2538.lab.26732.iso.1,walker2022,35373160,ERS5319534,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2561.lab.25819.iso.1,walker2022,35373160,ERS5319421,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2562.lab.25874.iso.1,walker2022,35373160,ERS5319302,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2564.lab.25878.iso.1,walker2022,35373160,ERS5319305,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2565.lab.25886.iso.1,walker2022,35373160,ERS5319313,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2566.lab.25885.iso.1,walker2022,35373160,ERS5319312,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2567.lab.25897.iso.1,walker2022,35373160,ERS5319320,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2569.lab.25902.iso.1,walker2022,35373160,ERS5319324,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2570.lab.25909.iso.1,walker2022,35373160,ERS5319330,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2571.lab.25783.iso.1,walker2022,35373160,ERS5319261,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2573.lab.25794.iso.1,walker2022,35373160,ERS5319270,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2574.lab.25797.iso.1,walker2022,35373160,ERS5319272,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2575.lab.25798.iso.1,walker2022,35373160,ERS5319273,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2576.lab.25816.iso.1,walker2022,35373160,ERS5319286,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2577.lab.25872.iso.1,walker2022,35373160,ERS5319300,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2578.lab.25873.iso.1,walker2022,35373160,ERS5319301,PRJEB41247,S,S,S,NA,NA
site.08.subj.02TB2579.lab.25817.iso.1,walker2022,35373160,ERS5319287,PRJEB41247,S,NA,S,NA,NA
site.08.subj.02TB2580.lab.25875.iso.1,walker2022,35373160,ERS5319303,PRJEB41247,S,S,R,S,NA
site.08.subj.02TB2582.lab.26062.iso.1,walker2022,35373160,ERS5319349,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2583.lab.25921.iso.1,walker2022,35373160,ERS5319342,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2584.lab.26068.iso.1,walker2022,35373160,ERS5319353,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2585.lab.25926.iso.1,walker2022,35373160,ERS5319346,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2586.lab.27067.iso.1,walker2022,35373160,ERS5319435,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2587.lab.26066.iso.1,walker2022,35373160,ERS5319352,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2588.lab.25927.iso.1,walker2022,35373160,ERS5319427,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2590.lab.26084.iso.1,walker2022,35373160,ERS5319365,PRJEB41247,NA,S,NA,S,NA
site.08.subj.02TB2592.lab.25908.iso.1,walker2022,35373160,ERS5319329,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2593.lab.26061.iso.1,walker2022,35373160,ERS5319348,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2595.lab.25913.iso.1,walker2022,35373160,ERS5319334,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2596.lab.25914.iso.1,walker2022,35373160,ERS5319335,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2597.lab.25922.iso.1,walker2022,35373160,ERS5319343,PRJEB41247,NA,NA,NA,S,NA
site.08.subj.02TB2599.lab.26063.iso.1,walker2022,35373160,ERS5319350,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2601.lab.26085.iso.1,walker2022,35373160,ERS5319366,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2602.lab.26083.iso.1,walker2022,35373160,ERS5319364,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2603.lab.26082.iso.1,walker2022,35373160,ERS5319363,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2604.lab.26081.iso.1,walker2022,35373160,ERS5319362,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2605.lab.26094.iso.1,walker2022,35373160,ERS5319372,PRJEB41247,NA,NA,S,S,NA
site.08.subj.02TB2608.lab.26092.iso.1,walker2022,35373160,ERS5319371,PRJEB41247,S,NA,NA,NA,NA
site.08.subj.02TB2609.lab.26108.iso.1,walker2022,35373160,ERS5319384,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2610.lab.26104.iso.1,walker2022,35373160,ERS5319381,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2614.lab.26107.iso.1,walker2022,35373160,ERS5319383,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2615.lab.26109.iso.1,walker2022,35373160,ERS5319385,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2616.lab.26114.iso.1,walker2022,35373160,ERS5319390,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2619.lab.26191.iso.1,walker2022,35373160,ERS5319398,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2622.lab.26263.iso.1,walker2022,35373160,ERS5319437,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2623.lab.26202.iso.1,walker2022,35373160,ERS5319433,PRJEB41247,NA,NA,NA,S,NA
site.08.subj.02TB2625.lab.26265.iso.1,walker2022,35373160,ERS5319438,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2626.lab.26266.iso.1,walker2022,35373160,ERS5319439,PRJEB41247,NA,S,NA,NA,NA
site.08.subj.02TB2628.lab.26439.iso.1,walker2022,35373160,ERS5319456,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2632.lab.26280.iso.1,walker2022,35373160,ERS5319445,PRJEB41247,S,NA,S,NA,NA
site.08.subj.02TB2635.lab.26295.iso.1,walker2022,35373160,ERS5319447,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2640.lab.26307.iso.1,walker2022,35373160,ERS5319449,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2666.lab.26325.iso.1,walker2022,35373160,ERS5319453,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2668.lab.26510.iso.1,walker2022,35373160,ERS5319466,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2672.lab.26458.iso.1,walker2022,35373160,ERS5319462,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2678.lab.26525.iso.1,walker2022,35373160,ERS5319472,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2681.lab.26443.iso.1,walker2022,35373160,ERS5319457,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2684.lab.26446.iso.1,walker2022,35373160,ERS5319459,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2685.lab.26448.iso.1,walker2022,35373160,ERS5319460,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2691.lab.26451.iso.1,walker2022,35373160,ERS5319461,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2702.lab.26583.iso.1,walker2022,35373160,ERS5319484,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2706.lab.26530.iso.1,walker2022,35373160,ERS5319473,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2713.lab.26548.iso.1,walker2022,35373160,ERS5319479,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2717.lab.26596.iso.1,walker2022,35373160,ERS5319490,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2718.lab.26710.iso.1,walker2022,35373160,ERS5319520,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2720.lab.26657.iso.1,walker2022,35373160,ERS5319515,PRJEB41247,NA,S,S,S,NA
site.08.subj.02TB2722.lab.26601.iso.1,walker2022,35373160,ERS5319495,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2723.lab.26610.iso.1,walker2022,35373160,ERS5319503,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2724.lab.26717.iso.1,walker2022,35373160,ERS5319523,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2725.lab.26620.iso.1,walker2022,35373160,ERS5319509,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2727.lab.26658.iso.1,walker2022,35373160,ERS5319516,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2728.lab.26724.iso.1,walker2022,35373160,ERS5319527,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2730.lab.26726.iso.1,walker2022,35373160,ERS5319529,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2731.lab.26725.iso.1,walker2022,35373160,ERS5319528,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2782.lab.26706.iso.1,walker2022,35373160,ERS5319519,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2783.lab.26536.iso.1,walker2022,35373160,ERS5319474,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2786.lab.26537.iso.1,walker2022,35373160,ERS5319475,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2787.lab.26518.iso.1,walker2022,35373160,ERS5319468,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2788.lab.26543.iso.1,walker2022,35373160,ERS5319478,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2797.lab.26594.iso.1,walker2022,35373160,ERS5319488,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2800.lab.26599.iso.1,walker2022,35373160,ERS5319493,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2802.lab.26656.iso.1,walker2022,35373160,ERS5319514,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2806.lab.26603.iso.1,walker2022,35373160,ERS5319497,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2807.lab.26602.iso.1,walker2022,35373160,ERS5319496,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2808.lab.26612.iso.1,walker2022,35373160,ERS5319505,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2809.lab.26659.iso.1,walker2022,35373160,ERS5319517,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2811.lab.26720.iso.1,walker2022,35373160,ERS5319524,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2813.lab.26728.iso.1,walker2022,35373160,ERS5319530,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2819.lab.26721.iso.1,walker2022,35373160,ERS5319525,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2822.lab.26734.iso.1,walker2022,35373160,ERS5319536,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2824.lab.26739.iso.1,walker2022,35373160,ERS5319540,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2846.lab.26654.iso.1,walker2022,35373160,ERS5319512,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2847.lab.26539.iso.1,walker2022,35373160,ERS5319476,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2848.lab.26586.iso.1,walker2022,35373160,ERS5319485,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2853.lab.26595.iso.1,walker2022,35373160,ERS5319489,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2855.lab.26604.iso.1,walker2022,35373160,ERS5319498,PRJEB41247,S,NA,NA,S,NA
site.08.subj.02TB2856.lab.26605.iso.1,walker2022,35373160,ERS5319499,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2857.lab.26617.iso.1,walker2022,35373160,ERS5319507,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2859.lab.26618.iso.1,walker2022,35373160,ERS5319508,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2862.lab.26730.iso.1,walker2022,35373160,ERS5319532,PRJEB41247,S,NA,S,S,NA
site.08.subj.02TB2903.lab.26655.iso.1,walker2022,35373160,ERS5319513,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2904.lab.26591.iso.1,walker2022,35373160,ERS5319486,PRJEB41247,S,S,NA,S,NA
site.08.subj.02TB2905.lab.26592.iso.1,walker2022,35373160,ERS5319487,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2906.lab.26607.iso.1,walker2022,35373160,ERS5319500,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2908.lab.26608.iso.1,walker2022,35373160,ERS5319501,PRJEB41247,NA,S,NA,NA,NA
site.08.subj.02TB2909.lab.26609.iso.1,walker2022,35373160,ERS5319502,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB2912.lab.26733.iso.1,walker2022,35373160,ERS5319535,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB3041.lab.26616.iso.1,walker2022,35373160,ERS5319506,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB3043.lab.26735.iso.1,walker2022,35373160,ERS5319537,PRJEB41247,S,S,S,S,NA
site.08.subj.02TB3044.lab.26736.iso.1,walker2022,35373160,ERS5319538,PRJEB41247,NA,S,S,S,NA
site.08.subj.05TB11002.lab.21741.iso.1,walker2022,35373160,ERS5317680,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11003.lab.21882.iso.1,walker2022,35373160,ERS5317683,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11007.lab.22069.iso.1,walker2022,35373160,ERS5317687,PRJEB41241,S,NA,S,S,NA
site.08.subj.05TB11008.lab.22070.iso.1,walker2022,35373160,ERS5317688,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11009.lab.22315.iso.1,walker2022,35373160,ERS5317690,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11009.lab.22317.iso.1,walker2022,35373160,ERS5317692,PRJEB41241,S,NA,NA,NA,NA
site.08.subj.05TB11010.lab.22316.iso.1,walker2022,35373160,ERS5317691,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11012.lab.23370.iso.1,walker2022,35373160,ERS5317697,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11013.lab.24035.iso.1,walker2022,35373160,ERS5317712,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11015.lab.23116.iso.1,walker2022,35373160,ERS5317696,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11017.lab.23583.iso.1,walker2022,35373160,ERS5317703,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11019.lab.23461.iso.1,walker2022,35373160,ERS5317700,PRJEB41241,S,NA,NA,NA,NA
site.08.subj.05TB11020.lab.24040.iso.1,walker2022,35373160,ERS5317716,PRJEB41241,NA,NA,NA,S,NA
site.08.subj.05TB11023.lab.23960.iso.1,walker2022,35373160,ERS5317707,PRJEB41241,NA,S,NA,S,NA
site.08.subj.05TB11024.lab.23963.iso.1,walker2022,35373160,ERS5317709,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11025.lab.23829.iso.1,walker2022,35373160,ERS5317706,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11028.lab.24045.iso.1,walker2022,35373160,ERS5317719,PRJEB41241,S,NA,NA,S,NA
site.08.subj.05TB11037.lab.24558.iso.1,walker2022,35373160,ERS5317724,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11038.lab.24559.iso.1,walker2022,35373160,ERS5317725,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11038.lab.24561.iso.1,walker2022,35373160,ERS5317727,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11040.lab.24557.iso.1,walker2022,35373160,ERS5317723,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11041.lab.24562.iso.1,walker2022,35373160,ERS5317728,PRJEB41241,NA,NA,S,S,NA
site.08.subj.05TB11045.lab.24822.iso.1,walker2022,35373160,ERS5317732,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11047.lab.24980.iso.1,walker2022,35373160,ERS5317739,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11047.lab.25018.iso.1,walker2022,35373160,ERS5317741,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11048.lab.25025.iso.1,walker2022,35373160,ERS5317747,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11051.lab.25024.iso.1,walker2022,35373160,ERS5317746,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11052.lab.25027.iso.1,walker2022,35373160,ERS5317749,PRJEB41241,S,NA,S,S,NA
site.08.subj.05TB11052.lab.25206.iso.1,walker2022,35373160,ERS5317761,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11053.lab.25028.iso.1,walker2022,35373160,ERS5317750,PRJEB41241,S,NA,NA,S,NA
site.08.subj.05TB11054.lab.25199.iso.1,walker2022,35373160,ERS5317754,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11055.lab.25198.iso.1,walker2022,35373160,ERS5317753,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11055.lab.25200.iso.1,walker2022,35373160,ERS5317755,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11056.lab.26375.iso.1,walker2022,35373160,ERS5317795,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11057.lab.25203.iso.1,walker2022,35373160,ERS5317758,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11059.lab.25202.iso.1,walker2022,35373160,ERS5317757,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11059.lab.25489.iso.1,walker2022,35373160,ERS5317766,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11062.lab.25498.iso.1,walker2022,35373160,ERS5317773,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11064.lab.25491.iso.1,walker2022,35373160,ERS5317767,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11067.lab.25209.iso.1,walker2022,35373160,ERS5317764,PRJEB41241,S,S,S,R,NA
site.08.subj.05TB11070.lab.25492.iso.1,walker2022,35373160,ERS5317768,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11071.lab.25210.iso.1,walker2022,35373160,ERS5317765,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11072.lab.25495.iso.1,walker2022,35373160,ERS5317770,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11074.lab.25496.iso.1,walker2022,35373160,ERS5317771,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11074.lab.25650.iso.1,walker2022,35373160,ERS5317778,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11075.lab.25493.iso.1,walker2022,35373160,ERS5321064,PRJEB41282,S,S,NA,S,NA
site.08.subj.05TB11075.lab.25838.iso.1,walker2022,35373160,ERS5317786,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11077.lab.25651.iso.1,walker2022,35373160,ERS5317779,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11082.lab.26139.iso.1,walker2022,35373160,ERS5317792,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11089.lab.26805.iso.1,walker2022,35373160,ERS5317805,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11090.lab.26774.iso.1,walker2022,35373160,ERS5317803,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11091.lab.25596.iso.1,walker2022,35373160,ERS5317775,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11091.lab.27256.iso.1,walker2022,35373160,ERS5317821,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11092.lab.27335.iso.1,walker2022,35373160,ERS5317824,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11094.lab.27697.iso.1,walker2022,35373160,ERS5317834,PRJEB41241,NA,NA,S,S,NA
site.08.subj.05TB11099.lab.27577.iso.1,walker2022,35373160,ERS5317829,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11101.lab.27699.iso.1,walker2022,35373160,ERS5317835,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB11102.lab.28154.iso.1,walker2022,35373160,ERS5317842,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB11104.lab.27732.iso.1,walker2022,35373160,ERS5317836,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12002.lab.21712.iso.1,walker2022,35373160,ERS5317679,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12004.lab.21884.iso.1,walker2022,35373160,ERS5317685,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12006.lab.22741.iso.1,walker2022,35373160,ERS5317694,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12007.lab.21920.iso.1,walker2022,35373160,ERS5317686,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12008.lab.23014.iso.1,walker2022,35373160,ERS5317695,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12010.lab.23718.iso.1,walker2022,35373160,ERS5317705,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12013.lab.24028.iso.1,walker2022,35373160,ERS5317710,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12013.lab.24029.iso.1,walker2022,35373160,ERS5317711,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12014.lab.25190.iso.1,walker2022,35373160,ERS5317751,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12016.lab.24556.iso.1,walker2022,35373160,ERS5317722,PRJEB41241,S,R,R,R,NA
site.08.subj.05TB12016.lab.24821.iso.1,walker2022,35373160,ERS5317731,PRJEB41241,NA,NA,NA,S,NA
site.08.subj.05TB12020.lab.24977.iso.1,walker2022,35373160,ERS5317736,PRJEB41241,S,NA,S,S,NA
site.08.subj.05TB12021.lab.25026.iso.1,walker2022,35373160,ERS5317748,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12022.lab.25201.iso.1,walker2022,35373160,ERS5317756,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12024.lab.25595.iso.1,walker2022,35373160,ERS5317774,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12026.lab.25597.iso.1,walker2022,35373160,ERS5317776,PRJEB41241,S,NA,S,S,NA
site.08.subj.05TB12032.lab.25744.iso.1,walker2022,35373160,ERS5317782,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12037.lab.27109.iso.1,walker2022,35373160,ERS5317818,PRJEB41241,NA,NA,NA,S,NA
site.08.subj.05TB12038.lab.27000.iso.1,walker2022,35373160,ERS5317807,PRJEB41241,S,NA,R,S,NA
site.08.subj.05TB12038.lab.27003.iso.1,walker2022,35373160,ERS5317810,PRJEB41241,S,NA,NA,S,NA
site.08.subj.05TB12040.lab.27105.iso.1,walker2022,35373160,ERS5317816,PRJEB41241,S,S,NA,S,NA
site.08.subj.05TB12042.lab.27106.iso.1,walker2022,35373160,ERS5317817,PRJEB41241,S,S,S,S,NA
site.08.subj.05TB12045.lab.27175.iso.1,walker2022,35373160,ERS5317819,PRJEB41241,S,S,NA,S,NA
